ra,dec,err_maj,err_min,err_ang,designation,j_m,j_cmsig,j_msigcom,j_snr,h_m,h_cmsig,h_msigcom,h_snr,k_m,k_cmsig,k_msigcom,k_snr,ph_qual,rd_flg,bl_flg,cc_flg,ndet,prox,pxpa,pxcntr,gal_contam,mp_flg,jdate,j_h,h_k,j_k
138.862079,-34.356411,0.06,0.06,0,09152689-3421230,6.556,0.013,0.021,86105.3,6.010,0.033,0.036,83159.1,5.893,0.013,0.020,37086.8,AAA,111,111,000,777766,16.9,39,306978223,0,0,2451246.6525,0.5460,0.1170,0.6630
136.925880,-36.403034,0.06,0.06,90,09074221-3624109,6.936,0.023,0.029,56627.8,6.006,0.021,0.026,65540.5,5.681,0.015,0.021,43553.2,AAA,111,111,000,676666,22.4,341,296514046,0,0,2451241.6977,0.9300,0.3250,1.2550
134.939522,-33.313129,0.06,0.06,90,08594548-3318472,6.540,0.011,0.020,84417.0,6.017,0.023,0.027,60549.4,5.923,0.017,0.023,30354.3,AAA,111,111,000,666666,20.9,323,292466341,0,0,2451235.7270,0.5230,0.0940,0.6170
132.824716,-36.369213,0.06,0.06,90,08511793-3622091,7.191,0.011,0.020,37673.0,6.007,0.025,0.029,55094.7,5.347,0.009,0.017,53409.7,AAA,111,111,000,666666,12.4,298,295631954,0,0,2451241.5334,1.1840,0.6600,1.8440
134.956498,-35.644943,0.06,0.06,90,08594955-3538417,7.050,0.013,0.021,52775.2,6.029,0.025,0.029,59883.9,5.635,0.019,0.024,39574.9,AAA,111,111,000,666666,22.2,83,292456943,0,0,2451235.7253,1.0210,0.3940,1.4150
184.058655,-12.020734,0.07,0.06,0,12161407-1201146,6.545,0.009,0.019,93203.0,6.006,0.027,0.031,67843.8,5.885,0.013,0.020,38674.1,AAA,111,111,000,666666,36.0,121,1238537574,0,0,2450919.6647,0.5390,0.1210,0.6600
182.513643,-16.508484,0.07,0.07,0,12100327-1630305,6.521,0.019,0.026,95286.2,6.011,0.037,0.040,77537.2,5.837,0.019,0.024,32856.4,AAA,111,111,000,677777,18.3,17,1237858512,0,0,2450906.7529,0.5100,0.1740,0.6840
194.416667,-6.392256,0.08,0.06,90,12574000-0623321,6.606,0.009,0.019,76741.4,6.024,0.027,0.031,58117.9,5.879,0.019,0.024,31609.7,AAA,111,111,000,556655,31.5,284,1326778158,0,0,2451230.7734,0.5820,0.1450,0.7270
192.288048,-5.445027,0.08,0.08,0,12490913-0526420,6.730,0.019,0.026,87182.6,6.007,0.025,0.029,75181.3,5.907,0.019,0.024,35368.8,AAA,111,111,000,566666,15.0,245,232990136,0,0,2451202.8166,0.7230,0.1000,0.8230
185.864776,-6.118829,0.15,0.11,90,12232754-0607077,6.253,0.023,0.029,126249.6,6.017,0.039,0.042,69520.0,5.963,0.019,0.024,32450.4,AAA,111,111,000,666666,26.0,270,251417989,0,0,2451209.8087,0.2360,0.0540,0.2900
181.429563,-43.747341,0.06,0.06,90,12054309-4344504,6.831,0.011,0.020,54328.8,6.022,0.025,0.029,50711.9,5.734,0.013,0.020,40070.1,AAA,111,111,000,666667,26.3,277,407920645,0,0,2451304.5232,0.8090,0.2880,1.0970
185.084278,-41.317764,0.06,0.06,90,12202022-4119039,6.668,0.013,0.021,83220.4,6.013,0.029,0.033,80114.3,5.791,0.011,0.018,42171.6,AAA,111,111,000,666666,11.5,75,358825421,0,0,2451276.6814,0.6550,0.2220,0.8770
183.739281,-41.139450,0.06,0.06,90,12145742-4108220,6.310,0.021,0.027,115725.8,6.008,0.017,0.023,72562.1,5.925,0.015,0.021,37275.2,AAA,111,111,000,666666,33.6,321,358690670,0,0,2451276.6335,0.3020,0.0830,0.3850
180.276577,-38.003025,0.06,0.06,90,12010637-3800108,6.797,0.009,0.019,62177.0,6.021,0.043,0.045,56300.2,5.735,0.017,0.023,41440.0,AAA,111,111,000,666666,15.7,140,373904154,0,0,2451283.5753,0.7760,0.2860,1.0620
246.334082,-41.075565,0.06,0.06,90,16252017-4104320,6.868,0.017,0.024,58241.2,6.015,0.041,0.044,67283.7,5.712,0.015,0.021,39502.1,AAA,111,111,000,665666,17.5,219,839095836,0,0,2451606.8857,0.8530,0.3030,1.1560
246.846856,-39.764122,0.06,0.06,0,16272324-3945508,7.105,0.027,0.032,45230.4,6.003,0.023,0.027,68031.5,5.680,0.015,0.021,42113.4,AAA,111,111,000,666666,19.1,292,839235075,0,0,2451606.9061,1.1020,0.3230,1.4250
245.837575,-40.100899,0.06,0.06,90,16232101-4006032,7.108,0.019,0.026,42095.0,6.009,0.025,0.029,58926.4,5.553,0.015,0.021,54352.6,AAA,111,111,000,666767,16.5,238,501247718,0,0,2451363.5949,1.0990,0.4560,1.5550
243.439555,-44.851940,0.06,0.06,90,16134549-4451069,7.183,0.017,0.024,37951.6,6.025,0.025,0.029,45594.2,5.567,0.013,0.020,42132.8,AAA,111,111,000,666666,10.9,45,990501678,0,0,2451730.4905,1.1580,0.4580,1.6160
243.257707,-44.679626,0.06,0.06,90,16130184-4440466,7.357,0.019,0.026,38426.4,6.013,0.037,0.040,60772.9,5.202,0.019,0.024,77735.6,AAA,111,111,000,666656,13.8,191,590822298,0,0,2451339.6179,1.3440,0.8110,2.1550
245.534519,-45.083012,0.06,0.06,90,16220828-4504588,6.862,0.011,0.020,52799.5,6.019,0.035,0.038,49125.8,5.687,0.009,0.017,37724.2,AAA,111,111,000,666666,15.7,320,454608637,0,0,2451318.6294,0.8430,0.3320,1.1750
245.855078,-44.758072,0.06,0.06,90,16232521-4445290,6.981,0.019,0.026,47318.4,6.012,0.031,0.034,51181.2,5.655,0.019,0.024,37533.6,AAA,111,111,000,666655,14.3,243,454690227,0,0,2451318.6393,0.9690,0.3570,1.3260
246.320903,-44.905094,0.06,0.06,90,16251701-4454183,7.508,0.009,0.019,28133.9,6.014,0.025,0.029,49352.6,5.114,0.007,0.016,61776.0,AAA,111,111,000,666666,10.2,226,454907530,0,0,2451318.6613,1.4940,0.9000,2.3940
244.240514,-43.033134,0.06,0.06,90,16165772-4301592,6.653,0.013,0.021,68585.1,6.028,0.039,0.042,47066.3,5.801,0.013,0.020,37672.1,AAA,111,111,000,666655,14.6,148,1018057447,0,0,2451671.6383,0.6250,0.2270,0.8520
248.396505,-42.916786,0.06,0.06,90,16333516-4255004,7.065,0.023,0.029,33222.3,6.012,0.043,0.045,33815.1,5.621,0.015,0.021,37412.8,AAA,111,111,000,666666,17.7,133,456003508,0,0,2451318.7329,1.0530,0.3910,1.4440
246.251332,-43.412464,0.06,0.06,90,16250031-4324448,6.711,0.017,0.024,58617.9,6.002,0.037,0.040,49901.1,5.757,0.017,0.023,34168.0,AAA,111,111,000,666666,11.8,17,454889724,0,0,2451318.6602,0.7090,0.2450,0.9540
246.600336,-42.680950,0.06,0.06,0,16262408-4240514,7.392,0.015,0.023,30243.4,6.017,0.035,0.038,49216.4,5.179,0.015,0.021,58186.2,AAA,111,111,000,666666,14.9,123,455035722,0,0,2451318.6693,1.3750,0.8380,2.2130
226.991055,-4.167196,0.14,0.14,90,15075785-0410019,6.866,0.017,0.024,49094.2,6.006,0.037,0.040,53273.3,5.681,0.015,0.021,37933.2,AAA,111,111,000,666644,30.9,349,308035145,0,0,2451248.7970,0.8600,0.3250,1.1850
229.744964,-7.904285,0.06,0.06,0,15185879-0754154,6.630,0.021,0.027,75063.7,6.002,0.041,0.044,65782.4,5.847,0.017,0.023,37378.3,AAA,111,111,000,666645,23.0,33,336583501,0,0,2451253.8977,0.6280,0.1550,0.7830
212.659799,-22.943659,0.06,0.06,0,14103835-2256371,6.579,0.015,0.023,90329.6,6.010,0.023,0.027,60941.1,5.925,0.015,0.021,41344.7,AAA,111,111,000,666666,12.9,297,1288528326,0,0,2450947.7138,0.5690,0.0850,0.6540
223.205364,-24.292040,0.08,0.06,0,14524928-2417313,6.726,0.011,0.020,76213.2,6.002,0.027,0.031,68094.2,5.786,0.011,0.018,42366.2,AAA,111,111,000,666666,89.8,134,442761,0,0,2450988.6381,0.7240,0.2160,0.9400
221.224646,-21.842386,0.06,0.06,0,14445391-2150325,6.658,0.013,0.021,78384.5,6.024,0.037,0.040,62274.5,5.865,0.011,0.018,36763.8,AAA,111,111,000,666666,16.2,270,1324026730,0,0,2450941.6459,0.6340,0.1590,0.7930
221.587224,-21.473431,0.06,0.06,90,14462093-2128243,6.910,0.011,0.020,60038.5,6.024,0.033,0.036,60160.3,5.711,0.013,0.020,42366.2,AAA,111,111,000,666666,41.5,44,1324073588,0,0,2450941.6559,0.8860,0.3130,1.1990
220.196732,-20.462688,0.06,0.06,0,14404721-2027456,6.816,0.015,0.023,59024.2,6.016,0.023,0.027,67221.8,5.767,0.011,0.018,40236.5,AAA,111,111,000,666666,23.3,287,1238793462,0,0,2450919.8357,0.8000,0.2490,1.0490
220.965545,-22.727749,0.06,0.06,90,14435173-2243398,6.875,0.013,0.021,64184.5,6.016,0.043,0.045,60605.2,5.704,0.011,0.018,42640.3,AAA,111,111,000,666666,37.2,32,1324009900,0,0,2450941.6355,0.8590,0.3120,1.1710
214.609444,-19.562445,0.07,0.06,90,14182626-1933448,6.493,0.009,0.019,88151.6,6.014,0.045,0.047,67345.7,5.886,0.009,0.017,37326.7,AAA,111,111,000,666666,48.6,70,319691522,0,0,2451256.7496,0.4790,0.1280,0.6070
274.034229,-24.263868,0.06,0.06,90,18160821-2415499,6.964,0.013,0.021,14349.3,6.008,0.015,0.021,20927.2,5.683,0.017,0.023,25895.2,AAA,111,111,000,776766,15.5,106,1154298905,0,0,2451816.5170,0.9560,0.3250,1.2810
271.010808,-24.647984,0.06,0.06,90,18040259-2438527,7.333,0.017,0.024,6519.7,6.006,0.039,0.042,8541.0,5.373,0.013,0.020,16114.6,AAA,111,111,000,666666,13.4,135,1262163333,0,0,2450891.8953,1.3270,0.6330,1.9600
272.233826,-24.331800,0.07,0.06,0,18085611-2419544,7.340,0.021,0.027,9150.2,6.028,0.023,0.027,15056.0,5.462,0.013,0.020,19571.3,AAA,111,111,000,676666,13.2,125,473336082,0,0,2451327.6872,1.3120,0.5660,1.8780
270.798444,-32.860950,0.06,0.06,90,18031162-3251394,6.949,0.015,0.023,16137.3,6.029,0.015,0.021,18505.9,5.651,0.017,0.023,24889.7,AAA,111,111,000,666655,12.4,132,633217578,0,0,2451364.6245,0.9200,0.3780,1.2980
270.307542,-32.068844,0.06,0.06,90,18011381-3204078,7.106,0.015,0.023,11749.8,6.021,0.031,0.034,11899.0,5.583,0.015,0.021,26498.4,AAA,111,111,000,677777,11.4,144,1301493991,0,0,2451040.5779,1.0850,0.4380,1.5230
270.898434,-31.665186,0.06,0.06,90,18033562-3139546,6.801,0.011,0.020,18494.0,6.021,0.025,0.029,18642.8,5.751,0.013,0.020,22699.7,AAA,111,111,000,666666,14.1,233,633233661,0,0,2451364.6254,0.7800,0.2700,1.0500
271.752231,-32.052303,0.06,0.06,90,18070053-3203082,6.885,0.013,0.021,18341.3,6.014,0.033,0.036,15787.4,5.681,0.021,0.026,28775.3,AAA,111,111,0d0,666666,10.5,41,23450852,0,0,2451021.5529,0.8710,0.3330,1.2040
270.097137,-30.800730,0.06,0.06,90,18002331-3048026,6.997,0.015,0.023,12990.6,6.004,0.017,0.023,13406.3,5.700,0.013,0.020,20721.4,AAA,111,111,000,666666,13.2,305,1301365855,0,0,2451040.5708,0.9930,0.3040,1.2970
270.941274,-29.911865,0.07,0.07,90,18034590-2954427,7.088,0.011,0.020,8170.2,6.020,0.041,0.044,8431.6,5.616,0.017,0.023,12883.1,AAA,111,111,000,666645,13.4,49,1262075073,0,0,2450891.8914,1.0680,0.4040,1.4720
272.895574,-28.652481,0.06,0.06,90,18113493-2839089,6.847,0.013,0.021,15982.0,6.011,0.025,0.029,16963.3,5.704,0.011,0.018,18613.2,AAA,111,111,000,777766,11.2,109,1154039691,0,0,2451327.7109,0.8360,0.3070,1.1430
271.575804,-28.886702,0.06,0.06,90,18061819-2853121,7.173,0.015,0.023,8979.0,6.029,0.019,0.024,13561.6,5.458,0.011,0.018,18332.4,AAA,111,111,000,666666,10.6,215,1299023361,0,0,2450999.6000,1.1440,0.5710,1.7150
305.083118,-16.982304,0.06,0.06,90,20201994-1658562,6.828,0.007,0.018,71817.4,6.001,0.029,0.033,61448.3,5.782,0.011,0.018,47165.0,AAA,111,111,000,566666,14.7,271,165102625,0,0,2451039.6779,0.8270,0.2190,1.0460
304.267906,-15.524342,0.06,0.06,0,20170429-1531276,6.682,0.009,0.019,69124.2,6.004,0.019,0.024,49809.2,5.841,0.021,0.026,33886.0,AAA,111,111,000,666666,12.9,85,6944083,0,0,2450968.9404,0.6780,0.1630,0.8410
304.652347,-20.973377,0.06,0.06,0,20183656-2058241,6.946,0.007,0.018,66685.3,6.024,0.027,0.031,74013.3,5.690,0.009,0.017,55007.3,AAA,111,111,000,666666,15.0,323,30472311,0,0,2450975.7942,0.9220,0.3340,1.2560
323.138610,-24.590462,0.06,0.06,90,21323326-2435256,6.081,0.015,0.023,128833.9,6.014,0.029,0.033,67345.7,5.947,0.011,0.018,36527.5,AAA,111,111,000,666666,41.3,65,497471649,0,0,2451367.7388,0.0670,0.0670,0.1340
320.506637,-21.624388,0.06,0.06,0,21220159-2137277,6.898,0.013,0.021,69699.6,6.009,0.035,0.038,63140.8,5.601,0.015,0.021,52002.0,AAA,111,111,000,676666,48.7,166,161516733,0,0,2451003.7737,0.8890,0.4080,1.2970
319.881714,-23.772202,0.06,0.06,0,21193161-2346199,6.527,0.009,0.019,85433.9,6.001,0.033,0.036,51702.3,5.817,0.023,0.027,42620.6,AAA,111,111,000,666656,65.5,128,1289262172,0,0,2451001.7331,0.5260,0.1840,0.7100
317.394391,-21.045963,0.06,0.06,90,21093465-2102454,6.535,0.009,0.019,94065.4,6.021,0.037,0.040,60326.8,5.851,0.009,0.017,41306.7,AAA,111,111,000,665666,17.4,77,161458441,0,0,2451003.7371,0.5140,0.1700,0.6840
314.759702,-18.916227,0.06,0.06,90,20590232-1854584,6.480,0.009,0.019,106030.3,6.010,0.019,0.024,72428.6,5.873,0.007,0.016,44897.3,AAA,111,111,000,666666,36.8,81,33016085,0,0,2450995.8747,0.4700,0.1370,0.6070
312.348791,-15.952317,0.07,0.06,0,20492370-1557083,6.905,0.027,0.032,60315.7,6.028,0.043,0.045,62045.5,5.755,0.009,0.017,42113.4,AAA,111,111,000,666666,47.0,213,488479197,0,0,2451330.8547,0.8770,0.2730,1.1500
316.777346,-18.701521,0.06,0.06,0,21070656-1842054,6.515,0.015,0.023,95814.2,6.014,0.021,0.026,60717.0,5.900,0.013,0.020,38143.5,AAA,111,111,000,666666,13.7,294,161396294,0,0,2451003.7091,0.5010,0.1140,0.6150
314.762339,-15.758783,0.06,0.06,90,20590296-1545316,6.883,0.007,0.018,73152.6,6.016,0.021,0.026,64939.7,5.763,0.013,0.020,47997.7,AAA,111,111,000,666656,22.5,194,1297094105,0,0,2450971.8316,0.8670,0.2530,1.1200
271.980731,-44.910606,0.06,0.06,0,18075537-4454381,6.726,0.011,0.020,68711.6,6.022,0.027,0.031,60271.2,5.822,0.015,0.021,36950.5,AAA,111,111,000,666655,11.8,224,428839182,0,0,2451316.7116,0.7040,0.2000,0.9040
274.187106,-45.159313,0.06,0.06,90,18164490-4509335,6.872,0.031,0.035,60066.2,6.005,0.027,0.031,65600.9,5.616,0.005,0.016,46240.2,AAA,111,111,000,666656,16.3,319,429444609,0,0,2451316.7944,0.8670,0.3890,1.2560
277.529792,-41.307739,0.06,0.06,90,18300715-4118278,6.607,0.011,0.020,74067.9,6.003,0.043,0.045,53420.8,5.791,0.013,0.020,40739.9,AAA,111,111,000,666655,12.9,238,1324839773,0,0,2451046.4884,0.6040,0.2120,0.8160
277.518255,-43.833927,0.06,0.06,90,18300438-4350021,6.226,0.013,0.021,101631.9,6.005,0.021,0.026,59143.9,5.959,0.011,0.018,31464.4,AAA,111,111,000,666666,13.3,114,430150355,0,0,2451316.9128,0.2210,0.0460,0.2670
274.662169,-44.450935,0.07,0.06,0,18183892-4427033,6.839,0.009,0.019,61919.9,6.005,0.029,0.033,67906.3,5.704,0.017,0.023,42640.3,AAA,111,111,000,665666,15.1,312,429525885,0,0,2451316.8088,0.8340,0.3010,1.1350
274.696269,-43.912140,0.06,0.06,0,18184710-4354437,6.956,0.015,0.023,55594.3,6.014,0.043,0.045,67345.7,5.610,0.011,0.018,46496.5,AAA,111,111,000,666655,15.3,285,429522243,0,0,2451316.8084,0.9420,0.4040,1.3460
300.582106,18.578495,0.06,0.06,90,20021970+1834425,6.753,0.009,0.019,62550.4,6.028,0.031,0.034,59939.1,5.825,0.009,0.017,42307.8,AAA,111,111,000,666666,14.9,227,1141312038,0,0,2451706.8322,0.7250,0.2030,0.9280
299.237982,19.767122,0.06,0.06,90,19565711+1946016,6.951,0.009,0.019,46992.7,6.002,0.035,0.038,48207.0,5.683,0.023,0.027,43473.0,AAA,111,111,000,666666,14.6,15,809325014,0,0,2451485.6013,0.9490,0.3190,1.2680
299.426130,18.361473,0.06,0.06,90,19574227+1821413,6.979,0.021,0.027,47405.6,6.007,0.013,0.020,53224.3,5.584,0.013,0.020,54678.9,AAA,111,111,000,666655,10.6,16,1099129373,0,0,2451656.9702,0.9720,0.4230,1.3950
298.277922,18.946783,0.06,0.06,90,19530670+1856484,7.003,0.017,0.024,57046.6,6.025,0.059,0.061,60104.9,5.593,0.007,0.016,54227.6,AAA,111,111,000,666656,21.0,233,1120015549,0,0,2451662.9792,0.9780,0.4320,1.4100
296.971971,20.425699,0.06,0.06,90,19475327+2025325,6.970,0.009,0.019,47800.2,6.013,0.041,0.044,51134.0,5.700,0.015,0.021,45858.5,AAA,111,111,0d0,777777,13.9,25,1074764533,0,0,2451648.9674,0.9570,0.3130,1.2700
297.880879,14.265677,0.06,0.06,90,19513141+1415564,6.909,0.007,0.018,58053.7,6.023,0.011,0.018,69136.9,5.493,0.005,0.016,42094.0,AAA,111,111,000,666666,14.5,121,64202479,0,0,2450711.6745,0.8860,0.5300,1.4160
297.479532,12.379150,0.07,0.06,90,19495508+1222449,6.905,0.013,0.021,42700.2,6.022,0.023,0.027,42668.8,5.672,0.017,0.023,35696.0,AAA,111,111,000,666666,17.1,68,1140212226,0,0,2451701.8003,0.8830,0.3500,1.2330
297.546545,14.787658,0.07,0.06,0,19501117+1447155,6.932,0.035,0.039,54907.3,6.017,0.013,0.020,69520.0,5.686,0.011,0.018,35238.7,AAA,111,111,000,336666,22.2,213,64025925,0,0,2450711.6652,0.9150,0.3310,1.2460
296.511744,13.240805,0.06,0.06,90,19460281+1314268,6.939,0.019,0.026,52702.3,6.018,0.023,0.027,62619.6,5.687,0.007,0.016,32856.4,AAA,111,111,000,666666,20.3,258,1236624929,0,0,2450653.8026,0.9210,0.3310,1.2520
300.896524,14.271780,0.06,0.06,0,20033516+1416184,6.936,0.013,0.021,49320.8,6.018,0.037,0.040,52687.8,5.643,0.013,0.020,46689.6,AAA,111,111,000,666656,14.9,40,1111157759,0,0,2451683.8956,0.9180,0.3750,1.2930
301.171650,14.318210,0.06,0.06,0,20044119+1419055,6.830,0.023,0.029,60315.7,6.004,0.035,0.038,57188.7,5.756,0.015,0.021,43553.2,AAA,111,111,000,665655,19.2,219,1102118110,0,0,2451678.9135,0.8260,0.2480,1.0740
301.995628,14.311827,0.06,0.06,0,20075895+1418425,6.908,0.009,0.019,52387.8,6.025,0.011,0.018,60104.9,5.776,0.007,0.016,37240.9,AAA,111,111,000,666666,21.1,313,339339386,0,0,2451079.6198,0.8830,0.2490,1.1320
303.168846,8.488969,0.06,0.06,90,20124052+0829202,6.810,0.011,0.020,63596.0,6.022,0.019,0.024,58225.1,5.798,0.009,0.017,36493.9,AAA,111,111,000,777766,17.8,336,1006790157,0,0,2451663.8572,0.7880,0.2240,1.0120
303.714147,11.333764,0.06,0.06,0,20145139+1120015,6.557,0.023,0.029,83105.5,6.007,0.031,0.034,63257.2,5.850,0.013,0.020,36009.7,AAA,111,111,000,666666,11.1,215,1006917223,0,0,2451663.8802,0.5500,0.1570,0.7070
300.599239,8.821971,0.08,0.06,0,20022381+0849190,6.959,0.021,0.027,55440.9,6.025,0.023,0.027,60104.9,5.722,0.013,0.020,39139.9,AAA,111,111,000,666666,14.9,285,1243682281,0,0,2451657.8704,0.9340,0.3030,1.2370
301.639080,7.143755,0.06,0.06,90,20063337+0708375,6.819,0.011,0.020,65287.5,6.006,0.031,0.034,61166.0,5.761,0.013,0.020,39085.9,AAA,111,111,000,666666,17.3,32,1243955753,0,0,2451657.9200,0.8130,0.2450,1.0580
301.312448,8.900644,0.06,0.06,0,20051498+0854023,6.901,0.011,0.020,60538.3,6.026,0.029,0.033,60049.6,5.790,0.027,0.031,36763.8,AAA,111,111,000,677777,10.8,69,1243873591,0,0,2451657.9070,0.8750,0.2360,1.1110
272.378955,36.007782,0.09,0.07,0,18093094+3600280,6.614,0.017,0.024,93719.5,6.018,0.019,0.024,71896.9,5.879,0.017,0.023,38888.4,AAA,111,111,000,665666,19.0,247,242530554,0,0,2450961.8505,0.5960,0.1390,0.7350
280.299542,35.459038,0.06,0.06,0,18411189+3527325,6.902,0.007,0.018,62608.0,6.002,0.015,0.021,61391.8,5.623,0.007,0.016,45943.1,AAA,111,111,000,666666,17.8,284,240044617,0,0,2450924.9475,0.9000,0.3790,1.2790
280.705228,37.440941,0.06,0.06,90,18424925+3726273,6.604,0.017,0.024,76882.9,6.022,0.005,0.016,60271.2,5.920,0.005,0.016,32615.2,AAA,111,111,000,666666,16.8,119,613978462,0,0,2451288.9940,0.5820,0.1020,0.6840
274.014438,39.384190,0.07,0.06,0,18160346+3923030,6.518,0.013,0.021,105981.5,6.017,0.015,0.021,77109.9,5.934,0.019,0.024,36967.5,AAA,111,111,000,664656,40.7,152,242680440,0,0,2450961.9166,0.5010,0.0830,0.5840
270.148994,25.894695,0.07,0.06,90,18003575+2553409,6.888,0.013,0.021,70344.5,6.014,0.017,0.023,72162.2,5.680,0.027,0.031,68299.9,AAA,111,111,000,666767,18.5,254,587466272,0,0,2451273.9823,0.8740,0.3340,1.2080
272.066085,23.845163,0.11,0.06,0,18081586+2350425,6.578,0.009,0.019,66256.7,6.007,0.013,0.020,49671.8,5.845,0.009,0.017,29404.9,AAA,111,111,000,555656,24.9,189,680559953,0,0,2451327.8041,0.5710,0.1620,0.7330
277.475460,26.657286,0.07,0.07,0,18295411+2639262,6.478,0.009,0.019,83412.3,6.027,0.019,0.024,54089.1,5.953,0.011,0.018,40292.1,AAA,111,111,000,666666,19.5,76,1099027112,0,0,2451656.9315,0.4510,0.0740,0.5250
277.398778,23.866146,0.06,0.06,0,18293570+2351581,5.936,0.013,0.021,147241.4,6.007,0.013,0.020,63257.2,6.046,0.015,0.021,30062.2,AAA,111,111,000,676667,17.8,169,693426810,0,0,2451333.7982,-0.0710,-0.0390,-0.1100
278.716430,26.222977,0.06,0.06,0,18345194+2613227,6.796,0.041,0.044,79255.6,6.026,0.051,0.053,73877.1,5.817,0.011,0.018,56185.0,AAA,111,111,000,666666,20.3,251,1033250800,0,0,2451637.9601,0.7700,0.2090,0.9790
275.594143,28.541595,0.06,0.06,0,18222259+2832297,6.880,0.015,0.023,59625.2,6.016,0.015,0.021,69584.1,5.810,0.009,0.017,29337.3,AAA,111,111,000,666666,23.3,297,338757668,0,0,2451004.8294,0.8640,0.2060,1.0700
225.889926,-59.474705,0.06,0.06,90,15033358-5928289,7.305,0.017,0.024,30579.5,6.009,0.007,0.016,46271.1,5.473,0.025,0.029,45943.1,AAA,111,111,000,666657,10.9,212,511710610,0,0,2451336.6101,1.2960,0.5360,1.8320
228.367910,-61.046841,0.07,0.06,0,15132829-6102486,7.069,0.017,0.024,43634.5,6.002,0.043,0.045,63549.2,5.561,0.005,0.016,42366.2,AAA,111,111,0s0,666655,14.3,291,974306395,0,0,2451626.7750,1.0670,0.4410,1.5080
217.607508,-59.204628,0.06,0.06,90,14302580-5912166,7.051,0.015,0.023,37327.6,6.020,0.041,0.044,52590.8,5.546,0.017,0.023,41497.3,AAA,111,111,000,777766,12.3,293,817228630,0,0,2451575.8290,1.0310,0.4740,1.5050
218.957264,-59.585285,0.06,0.06,90,14354974-5935070,8.066,0.015,0.023,13678.2,6.016,0.041,0.044,47589.4,4.984,0.017,0.023,60648.5,AAA,111,111,000,666635,10.7,217,1181745702,0,0,2451953.8372,2.0500,1.0320,3.0820
223.540989,-60.221851,0.07,0.06,0,14540983-6013186,7.842,0.011,0.020,17403.2,6.012,0.025,0.029,47765.0,5.095,0.009,0.017,58670.5,AAA,111,111,000,666666,13.0,55,913610398,0,0,2451625.8907,1.8300,0.9170,2.7470
223.066222,-61.086853,0.06,0.06,90,14521589-6105126,7.093,0.007,0.018,35911.2,6.014,0.029,0.033,52882.3,5.600,0.017,0.023,38143.5,AAA,111,111,000,777756,14.7,143,913457993,0,0,2451625.8727,1.0790,0.4140,1.4930
225.188166,-61.062374,0.20,0.09,0,15004515-6103445,7.103,0.021,0.027,43775.4,6.005,0.033,0.036,61222.3,5.473,0.019,0.024,44383.3,AAA,111,111,000,777766,14.4,242,973435010,0,0,2451626.6994,1.0980,0.5320,1.6300
276.349418,-10.695228,0.06,0.06,0,18252386-1041428,6.874,0.013,0.021,32198.1,6.018,0.045,0.047,25510.0,5.728,0.021,0.026,31638.8,AAA,111,111,000,666666,11.6,67,1157084801,0,0,2451729.7214,0.8560,0.2900,1.1460
279.076794,-5.812348,0.08,0.06,0,18361843-0548444,7.668,0.009,0.019,19734.7,6.012,0.033,0.036,41601.6,5.236,0.015,0.021,57150.5,AAA,111,111,000,666666,12.8,276,196420178,0,0,2451093.4855,1.6560,0.7760,2.4320
278.900413,-7.163552,0.06,0.06,90,18353609-0709487,7.884,0.017,0.024,15094.9,6.023,0.011,0.018,32337.8,5.105,0.009,0.017,38407.8,AAA,111,111,000,666666,11.5,117,501333112,0,0,2451363.6073,1.8610,0.9180,2.7790
278.213906,-6.487941,0.06,0.06,90,18325133-0629165,7.369,0.021,0.027,23433.1,6.015,0.027,0.031,21523.4,5.442,0.017,0.023,25387.5,AAA,111,111,000,666666,13.1,335,452852856,0,0,2451297.9003,1.3540,0.5730,1.9270
276.804062,-8.245477,0.07,0.07,90,18271297-0814437,7.370,0.003,0.017,20390.6,6.022,0.023,0.027,19957.7,5.524,0.011,0.018,17251.2,AAA,111,111,000,677767,13.3,289,1157399772,0,0,2451729.7475,1.3480,0.4980,1.8460
277.514559,-7.741285,0.06,0.06,90,18300349-0744286,7.236,0.023,0.029,25587.6,6.016,0.017,0.023,19387.0,5.624,0.017,0.023,18699.1,AAA,111,111,000,665566,11.9,304,452404552,0,0,2451297.8719,1.2200,0.3920,1.6120
272.109635,-42.606007,0.06,0.06,0,18082631-4236216,6.922,0.019,0.026,55415.3,6.021,0.039,0.042,58278.7,5.708,0.013,0.020,41041.2,AAA,111,111,000,776766,12.0,206,428870566,0,0,2451316.7147,0.9010,0.3130,1.2140
271.769535,-43.694218,0.06,0.06,0,18070468-4341391,6.939,0.013,0.021,56471.6,6.011,0.023,0.027,60885.0,5.694,0.017,0.023,41573.8,AAA,111,111,000,665566,15.0,337,428788115,0,0,2451316.7058,0.9280,0.3170,1.2450
271.667263,-43.226200,0.06,0.06,90,18064014-4313343,6.988,0.019,0.026,53979.6,6.008,0.033,0.036,61053.4,5.531,0.017,0.023,48308.1,AAA,111,111,000,666655,14.6,260,428784218,0,0,2451316.7055,0.9800,0.4770,1.4570
80.059835,-70.962822,0.07,0.06,0,05201436-7057461,6.494,0.009,0.019,69156.0,6.019,0.037,0.040,44290.4,5.844,0.015,0.021,30466.3,AAA,111,111,000,566666,17.5,125,199703740,0,0,2451167.7592,0.4750,0.1750,0.6500
